File Name,Test Type,Cycle ID,Battery ID,Capacity,File Path,ambient_temperature
01189.csv,discharge,80,B0039,1.755891127,C:\Projects\Battery Engineering\data,44
01190.csv,charge,81,B0039,,C:\Projects\Battery Engineering\data,44
01191.csv,discharge,82,B0039,1.753341907,C:\Projects\Battery Engineering\data,44
01192.csv,charge,83,B0039,,C:\Projects\Battery Engineering\data,44
01193.csv,discharge,84,B0039,1.750667385,C:\Projects\Battery Engineering\data,44
01194.csv,impedance,85,B0039,,C:\Projects\Battery Engineering\data,24
01195.csv,charge,86,B0039,,C:\Projects\Battery Engineering\data,44
01196.csv,impedance,87,B0039,,C:\Projects\Battery Engineering\data,24
01197.csv,discharge,88,B0039,1.751000666,C:\Projects\Battery Engineering\data,44
01198.csv,charge,89,B0039,,C:\Projects\Battery Engineering\data,44
01199.csv,discharge,90,B0039,1.749605885,C:\Projects\Battery Engineering\data,44
01200.csv,charge,91,B0039,,C:\Projects\Battery Engineering\data,44
01201.csv,discharge,92,B0039,1.747735917,C:\Projects\Battery Engineering\data,44
01202.csv,charge,93,B0039,,C:\Projects\Battery Engineering\data,44
01203.csv,discharge,94,B0039,1.744422547,C:\Projects\Battery Engineering\data,44
01204.csv,charge,95,B0039,,C:\Projects\Battery Engineering\data,44
01205.csv,discharge,96,B0039,1.743308366,C:\Projects\Battery Engineering\data,44
01206.csv,impedance,97,B0039,,C:\Projects\Battery Engineering\data,24
01207.csv,charge,98,B0039,,C:\Projects\Battery Engineering\data,44
01208.csv,impedance,99,B0039,,C:\Projects\Battery Engineering\data,24
01209.csv,discharge,100,B0039,1.655669173,C:\Projects\Battery Engineering\data,44
01210.csv,impedance,101,B0039,,C:\Projects\Battery Engineering\data,24
01211.csv,charge,102,B0039,,C:\Projects\Battery Engineering\data,44
01212.csv,impedance,103,B0039,,C:\Projects\Battery Engineering\data,24
01213.csv,discharge,104,B0039,1.642976695,C:\Projects\Battery Engineering\data,44
01214.csv,charge,105,B0039,,C:\Projects\Battery Engineering\data,44
01215.csv,discharge,106,B0039,1.634382273,C:\Projects\Battery Engineering\data,44
01216.csv,charge,107,B0039,,C:\Projects\Battery Engineering\data,44
01217.csv,discharge,108,B0039,1.626506706,C:\Projects\Battery Engineering\data,44
01218.csv,charge,109,B0039,,C:\Projects\Battery Engineering\data,44
01219.csv,discharge,110,B0039,1.618865992,C:\Projects\Battery Engineering\data,44
01220.csv,charge,111,B0039,,C:\Projects\Battery Engineering\data,44
01221.csv,discharge,112,B0039,1.611496834,C:\Projects\Battery Engineering\data,44
01222.csv,impedance,113,B0039,,C:\Projects\Battery Engineering\data,24
01223.csv,charge,114,B0039,,C:\Projects\Battery Engineering\data,44
01224.csv,impedance,115,B0039,,C:\Projects\Battery Engineering\data,24
01225.csv,discharge,116,B0039,1.324080577,C:\Projects\Battery Engineering\data,44
01226.csv,impedance,117,B0039,,C:\Projects\Battery Engineering\data,24
01227.csv,charge,118,B0039,,C:\Projects\Battery Engineering\data,44
01228.csv,impedance,119,B0039,,C:\Projects\Battery Engineering\data,24
01229.csv,discharge,120,B0039,1.315338622,C:\Projects\Battery Engineering\data,44
01230.csv,charge,121,B0039,,C:\Projects\Battery Engineering\data,44
01231.csv,discharge,0,B0040,0.673462814,C:\Projects\Battery Engineering\data,24
01232.csv,impedance,1,B0040,,C:\Projects\Battery Engineering\data,24
01233.csv,charge,2,B0040,,C:\Projects\Battery Engineering\data,24
01234.csv,impedance,3,B0040,,C:\Projects\Battery Engineering\data,24
01235.csv,discharge,4,B0040,0.791306211,C:\Projects\Battery Engineering\data,24
01236.csv,charge,5,B0040,,C:\Projects\Battery Engineering\data,24
01237.csv,discharge,6,B0040,0.786582403,C:\Projects\Battery Engineering\data,24
01238.csv,charge,7,B0040,,C:\Projects\Battery Engineering\data,24
01239.csv,discharge,8,B0040,0.779587143,C:\Projects\Battery Engineering\data,24
01240.csv,charge,9,B0040,,C:\Projects\Battery Engineering\data,24
01241.csv,discharge,10,B0040,0.762824152,C:\Projects\Battery Engineering\data,24
01242.csv,charge,11,B0040,,C:\Projects\Battery Engineering\data,24
01243.csv,discharge,12,B0040,0.740502151,C:\Projects\Battery Engineering\data,24
01244.csv,impedance,13,B0040,,C:\Projects\Battery Engineering\data,24
01245.csv,charge,14,B0040,,C:\Projects\Battery Engineering\data,24
01246.csv,impedance,15,B0040,,C:\Projects\Battery Engineering\data,24
01247.csv,discharge,16,B0040,0.778397088,C:\Projects\Battery Engineering\data,24
01248.csv,impedance,17,B0040,,C:\Projects\Battery Engineering\data,24
01249.csv,charge,18,B0040,,C:\Projects\Battery Engineering\data,24
01250.csv,impedance,19,B0040,,C:\Projects\Battery Engineering\data,24
01251.csv,discharge,20,B0040,0.773316541,C:\Projects\Battery Engineering\data,24
01252.csv,charge,21,B0040,,C:\Projects\Battery Engineering\data,24
01253.csv,discharge,22,B0040,0.758957524,C:\Projects\Battery Engineering\data,24
01254.csv,charge,23,B0040,,C:\Projects\Battery Engineering\data,24
01255.csv,discharge,24,B0040,0.740739946,C:\Projects\Battery Engineering\data,24
01256.csv,charge,25,B0040,,C:\Projects\Battery Engineering\data,24
01257.csv,discharge,26,B0040,0.744621875,C:\Projects\Battery Engineering\data,24
01258.csv,charge,27,B0040,,C:\Projects\Battery Engineering\data,24
01259.csv,discharge,28,B0040,0.714987563,C:\Projects\Battery Engineering\data,24
01260.csv,impedance,29,B0040,,C:\Projects\Battery Engineering\data,24
01261.csv,charge,30,B0040,,C:\Projects\Battery Engineering\data,24
01262.csv,impedance,31,B0040,,C:\Projects\Battery Engineering\data,24
01263.csv,discharge,32,B0040,1.707514445,C:\Projects\Battery Engineering\data,44
01264.csv,impedance,33,B0040,,C:\Projects\Battery Engineering\data,24
01265.csv,charge,34,B0040,,C:\Projects\Battery Engineering\data,44
01266.csv,impedance,35,B0040,,C:\Projects\Battery Engineering\data,24
01267.csv,discharge,36,B0040,1.730880859,C:\Projects\Battery Engineering\data,44
01268.csv,charge,37,B0040,,C:\Projects\Battery Engineering\data,44
01269.csv,discharge,38,B0040,1.732821285,C:\Projects\Battery Engineering\data,44
01270.csv,charge,39,B0040,,C:\Projects\Battery Engineering\data,44
01271.csv,discharge,40,B0040,1.731773432,C:\Projects\Battery Engineering\data,44
01272.csv,charge,41,B0040,,C:\Projects\Battery Engineering\data,44
01273.csv,discharge,42,B0040,1.734129639,C:\Projects\Battery Engineering\data,44
01274.csv,charge,43,B0040,,C:\Projects\Battery Engineering\data,44
01275.csv,discharge,44,B0040,1.733475693,C:\Projects\Battery Engineering\data,44
01276.csv,impedance,45,B0040,,C:\Projects\Battery Engineering\data,24
01277.csv,charge,46,B0040,,C:\Projects\Battery Engineering\data,44
01278.csv,impedance,47,B0040,,C:\Projects\Battery Engineering\data,24
01279.csv,discharge,48,B0040,1.724305718,C:\Projects\Battery Engineering\data,44
01280.csv,impedance,49,B0040,,C:\Projects\Battery Engineering\data,24
01281.csv,charge,50,B0040,,C:\Projects\Battery Engineering\data,44
01282.csv,impedance,51,B0040,,C:\Projects\Battery Engineering\data,24
01283.csv,discharge,52,B0040,1.731897586,C:\Projects\Battery Engineering\data,44
01284.csv,charge,53,B0040,,C:\Projects\Battery Engineering\data,44
01285.csv,discharge,54,B0040,1.733369121,C:\Projects\Battery Engineering\data,44
01286.csv,charge,55,B0040,,C:\Projects\Battery Engineering\data,44
01287.csv,discharge,56,B0040,1.73217565,C:\Projects\Battery Engineering\data,44
01288.csv,charge,57,B0040,,C:\Projects\Battery Engineering\data,44
01289.csv,discharge,58,B0040,1.733483278,C:\Projects\Battery Engineering\data,44
01290.csv,charge,59,B0040,,C:\Projects\Battery Engineering\data,44
01291.csv,discharge,60,B0040,1.732372496,C:\Projects\Battery Engineering\data,44
01292.csv,impedance,61,B0040,,C:\Projects\Battery Engineering\data,24
01293.csv,charge,62,B0040,,C:\Projects\Battery Engineering\data,44
01294.csv,impedance,63,B0040,,C:\Projects\Battery Engineering\data,24
01295.csv,discharge,64,B0040,1.73381753,C:\Projects\Battery Engineering\data,44
01296.csv,charge,65,B0040,,C:\Projects\Battery Engineering\data,44
01297.csv,discharge,66,B0040,1.732963079,C:\Projects\Battery Engineering\data,44
01298.csv,charge,67,B0040,,C:\Projects\Battery Engineering\data,44
01299.csv,discharge,68,B0040,1.731883908,C:\Projects\Battery Engineering\data,44
01300.csv,charge,69,B0040,,C:\Projects\Battery Engineering\data,44
01301.csv,discharge,70,B0040,1.730696006,C:\Projects\Battery Engineering\data,44
01302.csv,charge,71,B0040,,C:\Projects\Battery Engineering\data,44
01303.csv,discharge,72,B0040,1.72960116,C:\Projects\Battery Engineering\data,44
01304.csv,impedance,73,B0040,,C:\Projects\Battery Engineering\data,24
01305.csv,charge,74,B0040,,C:\Projects\Battery Engineering\data,44
01306.csv,impedance,75,B0040,,C:\Projects\Battery Engineering\data,24
01307.csv,discharge,76,B0040,1.729618738,C:\Projects\Battery Engineering\data,44
01308.csv,charge,77,B0040,,C:\Projects\Battery Engineering\data,44
01309.csv,discharge,78,B0040,1.730719862,C:\Projects\Battery Engineering\data,44
01310.csv,charge,79,B0040,,C:\Projects\Battery Engineering\data,44
01311.csv,discharge,80,B0040,1.729274556,C:\Projects\Battery Engineering\data,44
01312.csv,charge,81,B0040,,C:\Projects\Battery Engineering\data,44
01313.csv,discharge,82,B0040,1.729796221,C:\Projects\Battery Engineering\data,44
01314.csv,charge,83,B0040,,C:\Projects\Battery Engineering\data,44
01315.csv,discharge,84,B0040,1.726894207,C:\Projects\Battery Engineering\data,44
01316.csv,impedance,85,B0040,,C:\Projects\Battery Engineering\data,24
01317.csv,charge,86,B0040,,C:\Projects\Battery Engineering\data,44
01318.csv,impedance,87,B0040,,C:\Projects\Battery Engineering\data,24
01319.csv,discharge,88,B0040,1.727219169,C:\Projects\Battery Engineering\data,44
01320.csv,charge,89,B0040,,C:\Projects\Battery Engineering\data,44
01321.csv,discharge,90,B0040,1.728567498,C:\Projects\Battery Engineering\data,44
01322.csv,charge,91,B0040,,C:\Projects\Battery Engineering\data,44
01323.csv,discharge,92,B0040,1.726636382,C:\Projects\Battery Engineering\data,44
01324.csv,charge,93,B0040,,C:\Projects\Battery Engineering\data,44
01325.csv,discharge,94,B0040,1.726242414,C:\Projects\Battery Engineering\data,44
01326.csv,charge,95,B0040,,C:\Projects\Battery Engineering\data,44
01327.csv,discharge,96,B0040,1.725272593,C:\Projects\Battery Engineering\data,44
01328.csv,impedance,97,B0040,,C:\Projects\Battery Engineering\data,24
01329.csv,charge,98,B0040,,C:\Projects\Battery Engineering\data,44
01330.csv,impedance,99,B0040,,C:\Projects\Battery Engineering\data,24
01331.csv,discharge,100,B0040,1.666802688,C:\Projects\Battery Engineering\data,44
01332.csv,impedance,101,B0040,,C:\Projects\Battery Engineering\data,24
01333.csv,charge,102,B0040,,C:\Projects\Battery Engineering\data,44
01334.csv,impedance,103,B0040,,C:\Projects\Battery Engineering\data,24
01335.csv,discharge,104,B0040,1.666754854,C:\Projects\Battery Engineering\data,44
01336.csv,charge,105,B0040,,C:\Projects\Battery Engineering\data,44
01337.csv,discharge,106,B0040,1.658327445,C:\Projects\Battery Engineering\data,44
01338.csv,charge,107,B0040,,C:\Projects\Battery Engineering\data,44
01339.csv,discharge,108,B0040,1.650322636,C:\Projects\Battery Engineering\data,44
01340.csv,charge,109,B0040,,C:\Projects\Battery Engineering\data,44
01341.csv,discharge,110,B0040,1.649340634,C:\Projects\Battery Engineering\data,44
01342.csv,charge,111,B0040,,C:\Projects\Battery Engineering\data,44
01343.csv,discharge,112,B0040,1.641919055,C:\Projects\Battery Engineering\data,44
01344.csv,impedance,113,B0040,,C:\Projects\Battery Engineering\data,24
01345.csv,charge,114,B0040,,C:\Projects\Battery Engineering\data,44
01346.csv,impedance,115,B0040,,C:\Projects\Battery Engineering\data,24
01347.csv,discharge,116,B0040,0.425812451,C:\Projects\Battery Engineering\data,44
01348.csv,impedance,117,B0040,,C:\Projects\Battery Engineering\data,24
01349.csv,charge,118,B0040,,C:\Projects\Battery Engineering\data,44
01350.csv,impedance,119,B0040,,C:\Projects\Battery Engineering\data,24
01351.csv,discharge,120,B0040,0.556990264,C:\Projects\Battery Engineering\data,44
01352.csv,charge,121,B0040,,C:\Projects\Battery Engineering\data,44
01353.csv,impedance,0,B0029,,C:\Projects\Battery Engineering\data,43
01354.csv,discharge,1,B0029,1.697507332,C:\Projects\Battery Engineering\data,43
01355.csv,charge,2,B0029,,C:\Projects\Battery Engineering\data,43
01356.csv,discharge,3,B0029,1.844701207,C:\Projects\Battery Engineering\data,43
01357.csv,charge,4,B0029,,C:\Projects\Battery Engineering\data,43
01358.csv,discharge,5,B0029,1.825437667,C:\Projects\Battery Engineering\data,43
01359.csv,charge,6,B0029,,C:\Projects\Battery Engineering\data,43
01360.csv,discharge,7,B0029,1.81575043,C:\Projects\Battery Engineering\data,43
01361.csv,charge,8,B0029,,C:\Projects\Battery Engineering\data,43
01362.csv,discharge,9,B0029,1.813299334,C:\Projects\Battery Engineering\data,43
01363.csv,impedance,10,B0029,,C:\Projects\Battery Engineering\data,43
01364.csv,charge,11,B0029,,C:\Projects\Battery Engineering\data,43
01365.csv,impedance,12,B0029,,C:\Projects\Battery Engineering\data,43
01366.csv,discharge,13,B0029,1.815164762,C:\Projects\Battery Engineering\data,43
01367.csv,charge,14,B0029,,C:\Projects\Battery Engineering\data,43
01368.csv,discharge,15,B0029,1.814331796,C:\Projects\Battery Engineering\data,43
01369.csv,charge,16,B0029,,C:\Projects\Battery Engineering\data,43
01370.csv,discharge,17,B0029,1.801343602,C:\Projects\Battery Engineering\data,43
01371.csv,charge,18,B0029,,C:\Projects\Battery Engineering\data,43
01372.csv,discharge,19,B0029,1.78815588,C:\Projects\Battery Engineering\data,43
01373.csv,charge,20,B0029,,C:\Projects\Battery Engineering\data,43
01374.csv,discharge,21,B0029,1.77607146,C:\Projects\Battery Engineering\data,43
01375.csv,impedance,22,B0029,,C:\Projects\Battery Engineering\data,43
01376.csv,charge,23,B0029,,C:\Projects\Battery Engineering\data,43
01377.csv,impedance,24,B0029,,C:\Projects\Battery Engineering\data,43
01378.csv,discharge,25,B0029,1.785280745,C:\Projects\Battery Engineering\data,43
01379.csv,charge,26,B0029,,C:\Projects\Battery Engineering\data,43
01380.csv,discharge,27,B0029,1.76981164,C:\Projects\Battery Engineering\data,43
01381.csv,charge,28,B0029,,C:\Projects\Battery Engineering\data,43
01382.csv,discharge,29,B0029,1.756523168,C:\Projects\Battery Engineering\data,43
01383.csv,charge,30,B0029,,C:\Projects\Battery Engineering\data,43
01384.csv,discharge,31,B0029,1.754341328,C:\Projects\Battery Engineering\data,43
01385.csv,charge,32,B0029,,C:\Projects\Battery Engineering\data,43
01386.csv,discharge,33,B0029,1.739287551,C:\Projects\Battery Engineering\data,43
01387.csv,impedance,34,B0029,,C:\Projects\Battery Engineering\data,43
01388.csv,charge,35,B0029,,C:\Projects\Battery Engineering\data,43
01389.csv,impedance,36,B0029,,C:\Projects\Battery Engineering\data,43
01390.csv,discharge,37,B0029,1.779784511,C:\Projects\Battery Engineering\data,43
01391.csv,charge,38,B0029,,C:\Projects\Battery Engineering\data,43
01392.csv,discharge,39,B0029,1.765708851,C:\Projects\Battery Engineering\data,43
01393.csv,charge,40,B0029,,C:\Projects\Battery Engineering\data,43
01394.csv,discharge,41,B0029,1.752394141,C:\Projects\Battery Engineering\data,43
01395.csv,charge,42,B0029,,C:\Projects\Battery Engineering\data,43
01396.csv,discharge,43,B0029,1.738019123,C:\Projects\Battery Engineering\data,43
01397.csv,charge,44,B0029,,C:\Projects\Battery Engineering\data,43
01398.csv,discharge,45,B0029,1.731221444,C:\Projects\Battery Engineering\data,43
01399.csv,impedance,46,B0029,,C:\Projects\Battery Engineering\data,43
01400.csv,charge,47,B0029,,C:\Projects\Battery Engineering\data,43
01401.csv,impedance,48,B0029,,C:\Projects\Battery Engineering\data,43
01402.csv,discharge,49,B0029,1.737912899,C:\Projects\Battery Engineering\data,43
01403.csv,charge,50,B0029,,C:\Projects\Battery Engineering\data,43
01404.csv,discharge,51,B0029,1.722427068,C:\Projects\Battery Engineering\data,43
01405.csv,charge,52,B0029,,C:\Projects\Battery Engineering\data,43
01406.csv,discharge,53,B0029,1.718421377,C:\Projects\Battery Engineering\data,43
01407.csv,charge,54,B0029,,C:\Projects\Battery Engineering\data,43
01408.csv,discharge,55,B0029,1.701022093,C:\Projects\Battery Engineering\data,43
01409.csv,charge,56,B0029,,C:\Projects\Battery Engineering\data,43
01410.csv,discharge,57,B0029,1.69369874,C:\Projects\Battery Engineering\data,43
01411.csv,impedance,58,B0029,,C:\Projects\Battery Engineering\data,43
01412.csv,charge,59,B0029,,C:\Projects\Battery Engineering\data,43
01413.csv,impedance,60,B0029,,C:\Projects\Battery Engineering\data,43
01414.csv,discharge,61,B0029,1.713072721,C:\Projects\Battery Engineering\data,43
01415.csv,charge,62,B0029,,C:\Projects\Battery Engineering\data,43
01416.csv,discharge,63,B0029,1.697697269,C:\Projects\Battery Engineering\data,43
01417.csv,charge,64,B0029,,C:\Projects\Battery Engineering\data,43
01418.csv,discharge,65,B0029,1.689931403,C:\Projects\Battery Engineering\data,43
01419.csv,charge,66,B0029,,C:\Projects\Battery Engineering\data,43
01420.csv,discharge,67,B0029,1.685023551,C:\Projects\Battery Engineering\data,43
01421.csv,charge,68,B0029,,C:\Projects\Battery Engineering\data,43
01422.csv,discharge,69,B0029,1.678389965,C:\Projects\Battery Engineering\data,43
01423.csv,impedance,70,B0029,,C:\Projects\Battery Engineering\data,43
01424.csv,charge,71,B0029,,C:\Projects\Battery Engineering\data,43
01425.csv,impedance,72,B0029,,C:\Projects\Battery Engineering\data,43
01426.csv,discharge,73,B0029,1.673794749,C:\Projects\Battery Engineering\data,43
01427.csv,charge,74,B0029,,C:\Projects\Battery Engineering\data,43
01428.csv,discharge,75,B0029,1.668789893,C:\Projects\Battery Engineering\data,43
01429.csv,charge,76,B0029,,C:\Projects\Battery Engineering\data,43
01430.csv,discharge,77,B0029,1.649256631,C:\Projects\Battery Engineering\data,43
01431.csv,charge,78,B0029,,C:\Projects\Battery Engineering\data,43
01432.csv,discharge,79,B0029,1.640967676,C:\Projects\Battery Engineering\data,43
01433.csv,charge,80,B0029,,C:\Projects\Battery Engineering\data,43
01434.csv,discharge,81,B0029,1.645636023,C:\Projects\Battery Engineering\data,43
01435.csv,impedance,82,B0029,,C:\Projects\Battery Engineering\data,43
01436.csv,charge,83,B0029,,C:\Projects\Battery Engineering\data,43
01437.csv,impedance,84,B0029,,C:\Projects\Battery Engineering\data,43
01438.csv,discharge,85,B0029,1.654547744,C:\Projects\Battery Engineering\data,43
01439.csv,charge,86,B0029,,C:\Projects\Battery Engineering\data,43
01440.csv,discharge,87,B0029,1.646120152,C:\Projects\Battery Engineering\data,43
01441.csv,charge,88,B0029,,C:\Projects\Battery Engineering\data,43
01442.csv,discharge,89,B0029,1.627511919,C:\Projects\Battery Engineering\data,43
01443.csv,charge,90,B0029,,C:\Projects\Battery Engineering\data,43
01444.csv,discharge,91,B0029,1.620053053,C:\Projects\Battery Engineering\data,43
01445.csv,charge,92,B0029,,C:\Projects\Battery Engineering\data,43
01446.csv,discharge,93,B0029,1.612079812,C:\Projects\Battery Engineering\data,43
01447.csv,impedance,94,B0029,,C:\Projects\Battery Engineering\data,43
01448.csv,charge,95,B0029,,C:\Projects\Battery Engineering\data,43
01449.csv,impedance,96,B0029,,C:\Projects\Battery Engineering\data,43
01450.csv,impedance,0,B0028,,C:\Projects\Battery Engineering\data,24
01451.csv,charge,1,B0028,,C:\Projects\Battery Engineering\data,24
01452.csv,impedance,2,B0028,,C:\Projects\Battery Engineering\data,24
01453.csv,discharge,3,B0028,1.804684772,C:\Projects\Battery Engineering\data,24
01454.csv,charge,4,B0028,,C:\Projects\Battery Engineering\data,24
01455.csv,discharge,5,B0028,1.804783321,C:\Projects\Battery Engineering\data,24
01456.csv,charge,6,B0028,,C:\Projects\Battery Engineering\data,24
01457.csv,discharge,7,B0028,1.797618668,C:\Projects\Battery Engineering\data,24
01458.csv,charge,8,B0028,,C:\Projects\Battery Engineering\data,24
01459.csv,discharge,9,B0028,1.792991369,C:\Projects\Battery Engineering\data,24
01460.csv,charge,10,B0028,,C:\Projects\Battery Engineering\data,24
01461.csv,discharge,11,B0028,1.791918008,C:\Projects\Battery Engineering\data,24
01462.csv,impedance,12,B0028,,C:\Projects\Battery Engineering\data,24
01463.csv,charge,13,B0028,,C:\Projects\Battery Engineering\data,24
01464.csv,impedance,14,B0028,,C:\Projects\Battery Engineering\data,24
01465.csv,discharge,15,B0028,1.775026136,C:\Projects\Battery Engineering\data,24
01466.csv,impedance,16,B0028,,C:\Projects\Battery Engineering\data,24
01467.csv,charge,17,B0028,,C:\Projects\Battery Engineering\data,24
01468.csv,impedance,18,B0028,,C:\Projects\Battery Engineering\data,24
01469.csv,discharge,19,B0028,1.792048785,C:\Projects\Battery Engineering\data,24
01470.csv,charge,20,B0028,,C:\Projects\Battery Engineering\data,24
01471.csv,charge,21,B0028,,C:\Projects\Battery Engineering\data,24
01472.csv,discharge,22,B0028,1.790475802,C:\Projects\Battery Engineering\data,24
01473.csv,charge,23,B0028,,C:\Projects\Battery Engineering\data,24
01474.csv,discharge,24,B0028,1.786836509,C:\Projects\Battery Engineering\data,24
01475.csv,charge,25,B0028,,C:\Projects\Battery Engineering\data,24
01476.csv,discharge,26,B0028,1.787152962,C:\Projects\Battery Engineering\data,24
01477.csv,impedance,27,B0028,,C:\Projects\Battery Engineering\data,24
01478.csv,charge,28,B0028,,C:\Projects\Battery Engineering\data,24
01479.csv,impedance,29,B0028,,C:\Projects\Battery Engineering\data,24
01480.csv,discharge,30,B0028,1.781634062,C:\Projects\Battery Engineering\data,24
01481.csv,impedance,31,B0028,,C:\Projects\Battery Engineering\data,24
01482.csv,charge,32,B0028,,C:\Projects\Battery Engineering\data,24
01483.csv,impedance,33,B0028,,C:\Projects\Battery Engineering\data,24
01484.csv,discharge,34,B0028,1.785023514,C:\Projects\Battery Engineering\data,24
01485.csv,charge,35,B0028,,C:\Projects\Battery Engineering\data,24
01486.csv,discharge,36,B0028,1.780386543,C:\Projects\Battery Engineering\data,24
01487.csv,charge,37,B0028,,C:\Projects\Battery Engineering\data,24
01488.csv,discharge,38,B0028,1.778906086,C:\Projects\Battery Engineering\data,24
01489.csv,charge,39,B0028,,C:\Projects\Battery Engineering\data,24
01490.csv,discharge,40,B0028,1.773838752,C:\Projects\Battery Engineering\data,24
01491.csv,charge,41,B0028,,C:\Projects\Battery Engineering\data,24
01492.csv,discharge,42,B0028,1.769682882,C:\Projects\Battery Engineering\data,24
01493.csv,impedance,43,B0028,,C:\Projects\Battery Engineering\data,24
01494.csv,charge,44,B0028,,C:\Projects\Battery Engineering\data,24
01495.csv,impedance,45,B0028,,C:\Projects\Battery Engineering\data,24
01496.csv,discharge,46,B0028,1.740878728,C:\Projects\Battery Engineering\data,24
01497.csv,impedance,47,B0028,,C:\Projects\Battery Engineering\data,24
01498.csv,charge,48,B0028,,C:\Projects\Battery Engineering\data,24
01499.csv,impedance,49,B0028,,C:\Projects\Battery Engineering\data,24
01500.csv,discharge,50,B0028,1.764818974,C:\Projects\Battery Engineering\data,24
01501.csv,charge,51,B0028,,C:\Projects\Battery Engineering\data,24
01502.csv,discharge,52,B0028,1.761785739,C:\Projects\Battery Engineering\data,24
01503.csv,charge,53,B0028,,C:\Projects\Battery Engineering\data,24
01504.csv,discharge,54,B0028,1.757706104,C:\Projects\Battery Engineering\data,24
01505.csv,charge,55,B0028,,C:\Projects\Battery Engineering\data,24
01506.csv,discharge,56,B0028,1.751937596,C:\Projects\Battery Engineering\data,24
01507.csv,charge,57,B0028,,C:\Projects\Battery Engineering\data,24
01508.csv,discharge,58,B0028,1.752124404,C:\Projects\Battery Engineering\data,24
01509.csv,impedance,59,B0028,,C:\Projects\Battery Engineering\data,24
01510.csv,charge,60,B0028,,C:\Projects\Battery Engineering\data,24
01511.csv,impedance,61,B0028,,C:\Projects\Battery Engineering\data,24
01512.csv,impedance,62,B0028,,C:\Projects\Battery Engineering\data,24
01513.csv,charge,63,B0028,,C:\Projects\Battery Engineering\data,24
01514.csv,impedance,64,B0028,,C:\Projects\Battery Engineering\data,24
01515.csv,discharge,65,B0028,1.759771413,C:\Projects\Battery Engineering\data,24
01516.csv,charge,66,B0028,,C:\Projects\Battery Engineering\data,24
01517.csv,discharge,67,B0028,1.748301132,C:\Projects\Battery Engineering\data,24
01518.csv,charge,68,B0028,,C:\Projects\Battery Engineering\data,24
01519.csv,discharge,69,B0028,1.741148263,C:\Projects\Battery Engineering\data,24
01520.csv,charge,70,B0028,,C:\Projects\Battery Engineering\data,24
01521.csv,discharge,71,B0028,1.736383332,C:\Projects\Battery Engineering\data,24
01522.csv,charge,72,B0028,,C:\Projects\Battery Engineering\data,24
01523.csv,discharge,73,B0028,1.736559066,C:\Projects\Battery Engineering\data,24
01524.csv,impedance,74,B0028,,C:\Projects\Battery Engineering\data,24
01525.csv,charge,75,B0028,,C:\Projects\Battery Engineering\data,24
01526.csv,impedance,76,B0028,,C:\Projects\Battery Engineering\data,24
01527.csv,discharge,77,B0028,1.717233565,C:\Projects\Battery Engineering\data,24
01528.csv,impedance,78,B0028,,C:\Projects\Battery Engineering\data,24
01529.csv,charge,79,B0028,,C:\Projects\Battery Engineering\data,24
01530.csv,charge,0,B0042,,C:\Projects\Battery Engineering\data,22
01531.csv,impedance,1,B0042,,C:\Projects\Battery Engineering\data,24
01532.csv,discharge,2,B0042,1.728712663,C:\Projects\Battery Engineering\data,22
01533.csv,charge,3,B0042,,C:\Projects\Battery Engineering\data,22
01534.csv,discharge,4,B0042,1.731470628,C:\Projects\Battery Engineering\data,22
01535.csv,charge,5,B0042,,C:\Projects\Battery Engineering\data,22
01536.csv,discharge,6,B0042,1.728235036,C:\Projects\Battery Engineering\data,22
01537.csv,charge,7,B0042,,C:\Projects\Battery Engineering\data,22
01538.csv,discharge,8,B0042,1.720344742,C:\Projects\Battery Engineering\data,22
01539.csv,charge,9,B0042,,C:\Projects\Battery Engineering\data,22
01540.csv,discharge,10,B0042,1.722173437,C:\Projects\Battery Engineering\data,22
01541.csv,impedance,11,B0042,,C:\Projects\Battery Engineering\data,24
01542.csv,charge,12,B0042,,C:\Projects\Battery Engineering\data,22
01543.csv,impedance,13,B0042,,C:\Projects\Battery Engineering\data,24
01544.csv,discharge,14,B0042,0,C:\Projects\Battery Engineering\data,22
01545.csv,charge,15,B0042,,C:\Projects\Battery Engineering\data,22
01546.csv,discharge,16,B0042,1.708669577,C:\Projects\Battery Engineering\data,22
01547.csv,charge,17,B0042,,C:\Projects\Battery Engineering\data,22
01548.csv,discharge,18,B0042,1.703647649,C:\Projects\Battery Engineering\data,22
01549.csv,charge,19,B0042,,C:\Projects\Battery Engineering\data,22
01550.csv,discharge,20,B0042,1.695837574,C:\Projects\Battery Engineering\data,22
01551.csv,charge,21,B0042,,C:\Projects\Battery Engineering\data,22
01552.csv,discharge,22,B0042,1.694906485,C:\Projects\Battery Engineering\data,22
01553.csv,impedance,23,B0042,,C:\Projects\Battery Engineering\data,24
01554.csv,charge,24,B0042,,C:\Projects\Battery Engineering\data,22
01555.csv,impedance,25,B0042,,C:\Projects\Battery Engineering\data,24
01556.csv,discharge,26,B0042,1.687476809,C:\Projects\Battery Engineering\data,22
01557.csv,charge,27,B0042,,C:\Projects\Battery Engineering\data,22
01558.csv,discharge,28,B0042,1.685989173,C:\Projects\Battery Engineering\data,22
01559.csv,charge,29,B0042,,C:\Projects\Battery Engineering\data,22
01560.csv,discharge,30,B0042,1.678286475,C:\Projects\Battery Engineering\data,22
